user_pseudo_id,category,country,subscription_start,subscription_end,cohort_start,cohort_end,Difference,Weeks,Unique,w0,w1,w2,w3,w4,w5,w6
1259140.918187470,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1278743.651081030,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1281097.826824940,mobile,Indonesia,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1281834.918877090,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1308205.303952210,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1319478.802645710,desktop,Taiwan,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1324309.510313540,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1331304.491297550,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1347186.557895720,desktop,India,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1364820.471957990,mobile,India,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1371217.336320500,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1372287.193767750,desktop,United Kingdom,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1385441.389302350,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1386573.211578950,desktop,Australia,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1391938.010686700,mobile,United Kingdom,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1394889.129678980,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1418779.847779320,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1423214.924077980,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1430004.195809400,desktop,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1435347.087403730,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1454452.149327100,mobile,Lebanon,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1477999.641180600,mobile,China,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1484576.304720510,mobile,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1494674.338992990,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1495445.993210600,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1504468.315943810,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1515810.234237300,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1530413.521851970,mobile,South Korea,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1532914.908430820,mobile,Hungary,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1537744.937230060,desktop,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1540419.652634780,mobile,Honduras,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1550291.722335870,desktop,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1551788.312967750,mobile,United Kingdom,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1553266.450656230,desktop,Peru,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1563548.258017650,mobile,France,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1564554.160597070,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1568465.292191310,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1579595.538718970,mobile,Japan,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1589531.311559570,mobile,China,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1614037.458452730,mobile,Malaysia,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1626636.298047720,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1651366.074943730,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1655984.812156150,desktop,Norway,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1662245.197285970,mobile,India,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1675680.736743100,mobile,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1750179.630603070,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1771448.015807220,desktop,Canada,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1815378.800583310,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1831250.832131370,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1860064.122841090,mobile,Belgium,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1892707.722494120,mobile,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1899211.660217580,desktop,United States,2020-12-06,,2020-12-06,2020-12-20,2,w1,,,,,,,,
1204012.282970000,desktop,Brazil,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1205920.910462720,desktop,Taiwan,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1216803.118830090,desktop,India,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1217696.035184600,desktop,Canada,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1218510.259445750,desktop,Canada,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1245521.567259010,desktop,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1258848.523260140,desktop,France,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1272711.206404340,desktop,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1275330.438530620,mobile,Colombia,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1285718.646557860,mobile,Netherlands,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1288804.481790340,desktop,India,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1305962.761347290,desktop,India,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1306597.867439910,desktop,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1309623.430007300,mobile,Peru,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1315760.020039840,desktop,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1320624.792886700,desktop,Spain,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1334457.248511720,mobile,India,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1344632.020983500,mobile,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1349818.257104090,desktop,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
1353974.544935210,mobile,United States,2020-12-13,,2020-12-13,2020-12-20,1,w0,,,,,,,,
